종목명,개인,외국인,기관계,기관,,,,,,,기타법인
세방,+232,-313,+24,+34,,,-10,,,,+53
세방전지,-3436,+735,+2910,+530,+98,+1022,,,+1260,,-198
세원이앤씨,-106,+100,,,,,,,,,+1
세이브존I&C,+52,-26,-10,,,,-10,,,,-16
세종공업,+292,-332,+35,+10,,,,,+25,,+1
세하,-21,-2,+5,+5,,,,,,,+21
센트랄모텍,+364,-366,+3,+3,,,,,,,
셀트리온,+9796,+919,-11580,+3997,-685,-1216,,-124,-13653,+101,+749
솔루스첨단소재,-6580,-1554,+7869,+1034,+1092,+3087,,-50,+2014,+692,+211
솔루스첨단소재2우B,-2,-2,,,,,,,,,+4
솔루스첨단소재1우,-16,+16,,,,,,,,,
솔루엠,-608,-159,+846,+31,,+124,,,+692,,-107
송원산업,+3359,-2530,-1000,-135,-189,-138,,,-28,-510,-22
수산중공업,-2180,+2159,-3,-3,,,,,,,+56
스카이라이프,-91,+63,+27,+5,,,,,,+22,
시디즈,+14,-6,-33,,,-30,,,-3,,+15
신라교역,-1,-31,+27,+1,,,+34,,-7,,+5
신성이엔지,+756,-636,-131,+4,,-87,,,-48,,+3
신성통상,-232,+208,+24,+20,,,,,,+4,
신원,-104,-17,,,,,,,,,+122
신일전자,-297,+274,,,,,,,,,+11
신풍제약,-5035,+5409,-386,+245,-5,-6,,,-650,+29,+59
신풍제지,+24,-117,,,,,,,,,+89
신한알파리츠,-63,+240,-164,-575,+189,+208,,,,+14,-16
신흥,-162,+57,,,,,,,,,+104
쌍방울,-180,+106,,,,,,,,,+48
쌍용C&E,-1611,-424,+1755,+222,+62,+243,,+24,+438,+766,+259
써니전자,+59,-58,,,,,,,,,
씨에스윈드,-16560,+9440,+7566,+1283,+1242,+1177,,-9,+3147,+726,-157
아모레G3우(전환),+60,+6,-68,-38,,-1,,,,-29,+2
아모레G우,-83,+83,,,,,,,,,+23
아모레G,+413,-1482,+1069,+244,-4,+11,,,+807,+11,+3
아모레퍼시픽우,-1026,+442,+593,+593,,,,,,,+1
아모레퍼시픽,-18150,+15340,+3851,-112,+112,+1076,,,+1626,+1150,-924
아시아나IDT,-4,+10,,,,,,,,,-6
아이마켓코리아,+1588,-1790,+260,+202,-647,+237,,+407,+60,+1,-65
아이에스동서,-3253,+380,+3435,+182,+64,+2039,,-15,+618,+547,-556
애경산업,+63,-19,-57,+5,,+1,,,-65,+1,+12
애경유화,-760,-360,+1016,+465,,+182,,,+12,+357,+108
에넥스,+136,-132,,,,,,,,,+7
에스원,-177,+644,-454,-24,-4,+5,,,-433,+1,-14
에스엘,+501,-1049,+543,-2,,,,,+551,-5,+1
에어부산,-66,+22,+47,+47,,,,,,,+1
에이프로젠 KIC,+674,-620,-3,-3,,,,,,,-64
에이프로젠제약,-142,+130,+3,+1,,,,,,+2,+7
에이플러스에셋,+103,-226,+10,+10,,,,,,,+20
엔씨소프트,+6040,+7510,-13764,+798,-1769,-1301,-102,+48,-11006,-431,+175
엔에스쇼핑,+195,-63,-121,+2,,-19,,,,-104,-12
엔케이물산,-33,+27,,,,,,,,,
영보화학,+54,-50,,,,,,,,,
영원무역,-234,+156,+86,+76,+61,-32,,,-15,-4,+3
영원무역홀딩스,-665,+318,+361,+22,,-1,,,+335,+5,-14
영진약품,+2450,-1741,-636,-26,-4,+2,,,-614,+5,-74
영풍제지,+121,-120,,,,,,,,,
영화금속,+311,-185,-86,-33,,-53,,,,,-32
영흥,-250,+251,,,,,,,,,
오리온,+5364,-3116,-2480,+391,-582,-1033,,+24,-1280,,+203
오리온홀딩스,+136,-127,-36,-7,-1,+2,,,-31,+1,+21
우리들휴브레인,-102,+92,,,,,,,,,
우리종금,-81,+100,-59,-9,,-49,,,,,+30
우신시스템,-12,+13,,,,,,,,,
우진아이엔에스,-122,+126,,,,,,,,,
유나이티드제약,-502,+662,-155,+6,,,,,-165,+4,
유니온머티리얼,+290,-280,,,,,,,,,
유니퀘스트,-170,+166,+1,+2,,,,,,,+1
유니켐,-158,+158,,,,,,,,,
유성기업,+53,-53,,,,,,,,,
유수홀딩스,-303,+231,+96,+96,,,,,,,-23
유엔젤,+10,-15,,,,,,,,,+5
유한양행우,+14,-14,,,,,,,,,
유한양행,-3518,+684,+2728,+180,+803,+926,+16,+48,+724,+31,+109
유화증권,-12,+53,-40,,,,,-40,,,
율촌화학,-27,+2,-15,-14,,,,,,,+39
이노션,+518,+161,-677,+46,-2,-154,,,-540,-27,+2
이리츠코크렙,-710,+83,+631,+374,,+179,,,,+79,-4
이연제약,-101,+170,-69,-21,,,,,-48,,
이월드,-49,-74,+135,,,,,,+135,,-2
이지스레지던스리츠,+19,+17,-36,-36,,,,,,,
이지스밸류리츠,+69,,-170,-148,,,-25,,,+4,+101
인바이오젠,+81,-141,,,,,,,,,+40
인지컨트롤스,-130,+195,+17,+11,,,,,+12,-7,-79
인팩,-224,+231,-4,-4,,,,,,,
일동제약,+92,-28,-60,+1,,,,,-62,+1,
일동홀딩스,-60,+104,,,,,,,,,-45
일신석재,-83,+94,,,,,,,,,
일진다이아,-78,+60,+38,+38,,,,,,,-4
일진머티리얼즈,+1272,-2026,+826,+384,-4,-1385,,,+1858,-27,-71
일진전기,+47,-47,,,,,,,,,
일진홀딩스,-95,+82,,,,,,,,,+11
잇츠한불,+17,+28,-45,-1,,,,,-44,,
자이에스앤디,+159,+29,-206,-53,+60,+94,,+9,-385,+69,+16
자화전자,-564,+533,-1,,-1,,,,,,+11
제이알글로벌리츠,+1094,-285,-841,-456,,-312,,,,-74,+26
제이에스코퍼레이션,-411,-149,+645,+123,+244,+182,,,,+96,-55
제일기획,-53,+786,-773,+90,+278,-1261,,+19,+101,,+38
제일약품,+688,-627,-13,+3,,-18,,,,+2,-42
제일연마,+9,-3,-6,-6,,,,,,,-1
제일파마홀딩스,+16,+52,+1,,,,,,,+1,-30
조광페인트,-116,+116,,,,,,,,,
조선선재,+54,-54,,,,,,,,,
종근당홀딩스,-216,+103,+166,-6,,-2,,,+172,+3,-53
종근당,-1382,+1383,+5,+13,-3,+3,,,-17,+9,+10
주연테크,-203,+202,,,,,,,,,
지누스,-140,+291,+6,+18,-2,+2,,,-12,,-154
지엠비코리아,-24,+20,+4,+4,,,,,,,
지투알,+36,-17,,,,,,,,,-19
진도,-14,+6,,,,,,,,,
진양폴리,-84,+86,-3,-2,,,,,,-1,
진양홀딩스,-74,+70,,,,,,,,,+4
진양화학,-28,+30,,,,,,,,,
진원생명과학,-380,+137,+219,+220,,,,,,,+65
진흥기업,+901,+57,-377,+12,,,-389,,,,-582
참엔지니어링,-6,+6,,,,,,,,,
카카오,+3461,-3106,-20,+232,+17,+2998,,-19,-2467,-781,-522
케이씨,+370,+214,-599,,-2,,,,-597,,+14
케이씨씨글라스,-1447,+140,+1310,+46,-76,-61,+234,,+1092,+74,-8
케이씨텍,-602,+116,+490,+284,+190,+1,,,+32,-18,
코람코에너지리츠,-129,+34,+138,+35,,+149,,,,-47,-43
코리아써키트,-251,+292,-47,+6,,+412,,,-470,+5,+2
코리안리,-1570,+606,+936,+69,+22,+309,,+101,+418,+17,+37
코스맥스비티아이,+11,-3,-11,-2,,-9,,,,,+3
코스맥스,-2915,-715,+3696,-68,+197,+2199,,+24,+504,+840,-48
코스모신소재,-4223,-2580,+7013,-289,+324,+2638,,,-175,+4515,-176
코스모화학,-177,-236,+411,+135,,+60,,,+49,+167,+1
코아스,+33,-35,,,,,,,,,
코오롱플라스틱,+54,-53,,,,,,,,,-1
코웨이,-1046,-1773,+2927,+279,-7,+353,,,+2303,,-118
콤텍시스템,+397,-375,,,,,,,,,-26
쿠쿠홀딩스,+63,-105,+43,+4,,+2,,,+36,+1,-1
쿠쿠홈시스,-58,-59,+115,+77,+194,+71,,,-267,+39,+1
크라운제과,+403,-210,-155,,,-155,,,,,-39
크라운해태홀딩스,-64,+63,,,,,,,,,
키다리스튜디오,-605,-153,+712,-50,,,,,+762,,+47
태경비케이,-377,+372,,,,,,,,,-1
태경산업,+28,-48,+20,+20,,,,,,,
태경케미컬,+20,-52,,,,,,,,,
태림포장,-23,+12,+7,+8,,,,,,,
태영건설,-360,+349,-8,+14,,,,,-16,-5,+49
태원물산,-43,+90,,,,,,,,,-47
태평양물산,-707,+128,+505,+121,,+322,+58,,,+4,+63
테이팩스,+131,+183,-150,-1,-1,,-97,,-50,-1,-163
텔코웨어,+22,+4,,,,,,,,,-26
티에이치엔,+10,-10,,,,,,,,,
티와이홀딩스,-1154,+146,+985,-24,-25,+1006,,,+21,+6,+27
파미셀,-2368,+2704,-312,+5,+87,-60,,,+235,-578,-25
팜스코,-342,+119,+224,+168,,+223,,,-167,,-1
팜젠사이언스,+190,-198,,,,,,,,,+28
팬오션,-1559,+4989,-4064,+3169,-242,+171,,,-964,-6198,+467
퍼스텍,+60,-57,,,,,,,,,
포스코케미칼,+5570,-1905,-2776,+593,-48,+52,,,-3344,-29,-890
풀무원,+305,-71,-235,+33,-1,+5,,,-272,,
하나제약,-256,+231,-8,,,-7,,,,,+41
하나투어,+346,-573,+242,+297,,-10,,,-45,,-17
하이브,-11591,+12182,+39,+241,+295,+597,,,-174,-919,-553
하이스틸,-97,+97,,,,,,,,,
한국내화,+202,-213,,,,,,,,,
한국단자,+502,-192,-311,+2,+12,-125,,,-48,-153,+3
한국앤컴퍼니,-801,+1120,-305,+129,-1,+94,,,-526,,-17
한국자산신탁,-56,+98,-42,+32,,,,+100,-173,,-3
한국전자홀딩스,-104,+103,,,,,,,,,+1
한국주철관,+181,+244,+7,+7,,,,,,,-432
한국철강,-437,+1513,-498,+67,,-7,-27,,-533,+1,-583
한국카본,+908,+281,-1277,-22,-1,,,,-1254,,+90
한국콜마홀딩스,-258,+91,+135,+51,-1,+10,,,,+76,+23
한국콜마,-1643,+602,+1099,+1217,+3,+536,,+24,-687,+6,+25
한국타이어앤테크놀로지,-9031,+4704,+4278,+550,+398,+490,-14,+50,+2117,+686,+48
한국토지신탁,-846,+108,+751,+34,,+615,,+101,,+1,-13
한국프랜지,+14,-30,-20,-17,,,,,,-3,+37
한국화장품제조,+67,-33,-33,,,,,,-33,,
한국화장품,+51,-1,-52,,,,,,-52,,
한농화성,+133,-217,+33,+33,,,,,,,+50
한독,-260,+227,+3,+1,,,,,,+2,+1
한미글로벌,+1334,-828,-393,-12,-33,-174,,,-167,-7,-143
한미반도체,-4007,+4208,-2329,+238,-29,+292,,,-646,-2184,+381
한미사이언스,+544,+122,-711,-807,-45,-58,,+21,+101,+76,+26
한미약품,-18414,+10046,+8868,+6724,+1751,+1035,-592,+32,-214,+132,-455
한샘,+653,+30,-658,+53,+38,-743,,,-7,,
한세실업,+820,-580,-214,-72,-1,+78,,,-5,-215,-28
한세예스24홀딩스,+156,-171,+6,+6,,,,,,,+11
한섬,+91,-32,-71,+60,-3,-62,-26,,-23,-18,+12
한솔PNS,+620,-610,-11,-9,,,,,,-2,
한솔로지스틱스,-97,+38,,,,,,,,,+60
한솔홀딩스,-271,+276,+1,,,,,,,+1,
한솔홈데코,+1664,-1657,,,,,,,,,-6
한신기계,+1126,-1143,,,,,,,,,+7
한온시스템,+2739,-37,-2746,+460,-56,+17,,,-3101,-68,+12
한올바이오파마,-522,+851,-335,-45,-1,+3,,,-181,-110,+8
한익스프레스,-201,+203,,,,,,,,,-2
한일철강,+13,-17,+2,+2,,,,,,,
한전KPS,+2935,-2020,-233,+116,+476,-182,,,+991,-1635,-716
한전산업,+751,-68,,,,,,,,,-682
한진칼,-425,-36,+382,+10,-3,+6,,,+367,,+77
한창제지,-467,+461,,,,,,,,,
해태제과식품,+46,-30,+2,+2,,,,,,,
핸즈코퍼레이션,+12,+8,-20,,,-20,,,,,
현대그린푸드,+142,-40,-27,-3,-1,-67,+35,+24,-14,,-1
현대글로비스,-8533,-814,+9266,+2092,-8,+227,,+148,+6692,+116,+1
현대리바트,+294,-164,,,,,,,,,-133
현대약품,+36,+96,,,,,,,,,-131
현대오토에버,+211,+61,-348,-203,-134,+10,,-12,-9,,+67
현대중공업지주,-1411,+1083,+119,+203,+274,-422,,+100,-36,,+207
현대퓨처넷,-27,+80,-61,+1,,,,,-61,,+5
현대해상,-5973,+879,+5310,+234,+1494,+736,,,+2634,+211,-210
혜인,-138,+139,,,,,,,,,-1
호전실업,-486,+208,+359,+66,,+295,,,-3,,-80
화승알앤에이,-25,+25,,,,,,,,,
화승엔터프라이즈,+1647,+1595,-3049,-132,-125,-337,-49,-17,-1256,-1132,-196
화신,-40,-14,,,,,,,,,+1
화승인더,+179,-179,-5,,-2,-2,,+24,-25,,+5
화승코퍼레이션,+31,-31,,,,,,,,,
화천기계,-15,+14,,,,,,,,,
환인제약,-241,+236,+13,+14,,,,,,,-9
황금에스티,-1121,+1128,,,,,,,,,-8
효성ITX,-47,+46,,,,,,,,,+1
후성,-581,+586,+16,-62,+188,-169,,,-9,+68,
휠라홀딩스,-91,-1022,+1287,+394,+428,+306,,,+159,,-188
휴켐스,+663,-874,+81,+60,-1,+43,,,-22,,+102
JW생명과학,-172,+307,-469,-148,,-53,,,-777,+510,+345
JW홀딩스,-178,+29,,,,,,,,,+149
KOSEF 고배당,-13,,+13,+12,,,,,,,
성안,,,,,,,,,,,
세기상사,,,,,,,,,,,
세우글로벌,,,,,,,,,,,
센트럴인사이트,,,,,,,,,,,
쌍용차,,,,,,,,,,,
쎌마테라퓨틱스,,,,,,,,,,,
유양디앤유,,,,,,,,,,,
지코,,,,,,,,,,,
폴루스바이오팜,,,,,,,,,,,
흥아해운,,,,,,,,,,,
